전체 카테고리 성장률 순위:
====================================
Rank 1: {'대카테고리': '스포츠/레저', '중카테고리': '수영/수상스포츠', '소카테고리': '스노클링/다이빙', '세부카테고리': '다이빙 소품', 'total': 65, 'recent_sum': 51, 'older_sum': 14, 'growth_rate': 3.642857142857143, 'final_score': 301.7857142857143, 'rank': 1}
Rank 485: {'대카테고리': '스포츠/레저', '중카테고리': '낚시', '소카테고리': '낚싯대', '세부카테고리': '바다/민물 겸용 낚싯대', 'total': 24, 'recent_sum': 6, 'older_sum': 18, 'growth_rate': 0.3333333333333333, 'final_score': 32.0, 'rank': 485}
Rank 486: {'대카테고리': '완구/취미', '중카테고리': '수집품', '소카테고리': '다이캐스트/모형', '세부카테고리': '헬리콥터', 'total': 12, 'recent_sum': 3, 'older_sum': 9, 'growth_rate': 0.3333333333333333, 'final_score': 16.0, 'rank': 486}
Rank 487: {'대카테고리': '식품', '중카테고리': '선물세트관', '소카테고리': '건강', '세부카테고리': '홍삼/인삼', 'total': 173, 'recent_sum': 43, 'older_sum': 130, 'growth_rate': 0.33076923076923076, 'final_score': 230.22307692307692, 'rank': 487}
Rank 488: {'대카테고리': '식품', '중카테고리': '축산/계란', '소카테고리': '소고기', '세부카테고리': '등심/안심/구이용', 'total': 161, 'recent_sum': 40, 'older_sum': 121, 'growth_rate': 0.3305785123966942, 'final_score': 214.22314049586777, 'rank': 488}
Rank 489: {'대카테고리': '홈인테리어', '중카테고리': 'F/W 침구샵', '소카테고리': '커튼/블라인드', '세부카테고리': '거실커튼', 'total': 290, 'recent_sum': 72, 'older_sum': 218, 'growth_rate': 0.3302752293577982, 'final_score': 385.7798165137615, 'rank': 489}
Rank 490: {'대카테고리': '뷰티', '중카테고리': '바디', '소카테고리': '샤워/입욕용품', '세부카테고리': '입욕제', 'total': 190, 'recent_sum': 47, 'older_sum': 143, 'growth_rate': 0.32867132867132864, 'final_score': 252.44755244755245, 'rank': 490}
Rank 491: {'대카테고리': '스포츠/레저', '중카테고리': '수영/수상스포츠', '소카테고리': '실내 수영복', '세부카테고리': '남성 실내수영복', 'total': 389, 'recent_sum': 96, 'older_sum': 293, 'growth_rate': 0.32764505119453924, 'final_score': 516.4539249146758, 'rank': 491}
Rank 492: {'대카테고리': '뷰티', '중카테고리': '뷰티소품', '소카테고리': '페이스소품', '세부카테고리': '퍼프', 'total': 130, 'recent_sum': 32, 'older_sum': 98, 'growth_rate': 0.32653061224489793, 'final_score': 172.44897959183672, 'rank': 492}
Rank 493: {'대카테고리': '주방용품', '중카테고리': '밀폐저장/도시락', '소카테고리': '도시락통/가방/찬합', '세부카테고리': '일반도시락', 'total': 346, 'recent_sum': 85, 'older_sum': 261, 'growth_rate': 0.32567049808429116, 'final_score': 458.6819923371648, 'rank': 493}
Rank 494: {'대카테고리': '스포츠/레저', '중카테고리': '낚시', '소카테고리': '낚싯대', '세부카테고리': '바다 낚싯대', 'total': 163, 'recent_sum': 40, 'older_sum': 123, 'growth_rate': 0.3252032520325203, 'final_score': 216.0081300813008, 'rank': 494}
Rank 495: {'대카테고리': '홈인테리어', '중카테고리': 'F/W 침구샵', '소카테고리': '패드/스프레드', '세부카테고리': '패드', 'total': 1346, 'recent_sum': 330, 'older_sum': 1016, 'growth_rate': 0.3248031496062992, 'final_score': 1783.1850393700786, 'rank': 495}
Rank 496: {'대카테고리': '생활용품', '중카테고리': '공구/철물/DIY', '소카테고리': '수공구/절단도구', '세부카테고리': '스패너/렌치', 'total': 857, 'recent_sum': 210, 'older_sum': 647, 'growth_rate': 0.32457496136012365, 'final_score': 1135.160741885626, 'rank': 496}
Rank 497: {'대카테고리': '식품', '중카테고리': '장/소스/드레싱/식초', '소카테고리': '장류', '세부카테고리': '고추장', 'total': 49, 'recent_sum': 12, 'older_sum': 37, 'growth_rate': 0.32432432432432434, 'final_score': 64.89189189189189, 'rank': 497}
Rank 498: {'대카테고리': '생활용품', '중카테고리': '바디/세안', '소카테고리': '샤워/입욕용품', '세부카테고리': '입욕제', 'total': 192, 'recent_sum': 47, 'older_sum': 145, 'growth_rate': 0.32413793103448274, 'final_score': 254.2344827586207, 'rank': 498}
Rank 499: {'대카테고리': '홈인테리어', '중카테고리': '공구/철물/DIY', '소카테고리': '수공구/절단도구', '세부카테고리': '스패너/렌치', 'total': 854, 'recent_sum': 209, 'older_sum': 645, 'growth_rate': 0.324031007751938, 'final_score': 1130.722480620155, 'rank': 499}
Rank 500: {'대카테고리': '생활용품', '중카테고리': '생활잡화', '소카테고리': '기타생활용품', '세부카테고리': '열쇠고리', 'total': 556, 'recent_sum': 136, 'older_sum': 420, 'growth_rate': 0.3238095238095238, 'final_score': 736.0380952380953, 'rank': 500}
Rank 501: {'대카테고리': '출산/유아동', '중카테고리': '유아동패션', '소카테고리': '남아', '세부카테고리': '잡화', 'total': 1441, 'recent_sum': 352, 'older_sum': 1089, 'growth_rate': 0.32323232323232326, 'final_score': 1906.7777777777778, 'rank': 501}
Rank 502: {'대카테고리': '홈인테리어', '중카테고리': '침구', '소카테고리': '요/패드', '세부카테고리': '패드', 'total': 1340, 'recent_sum': 327, 'older_sum': 1013, 'growth_rate': 0.3228035538005923, 'final_score': 1772.5567620927936, 'rank': 502}
Rank 503: {'대카테고리': '반려동물용품', '중카테고리': '강아지 용품', '소카테고리': '하우스/울타리', '세부카테고리': '하우스', 'total': 82, 'recent_sum': 20, 'older_sum': 62, 'growth_rate': 0.3225806451612903, 'final_score': 108.45161290322581, 'rank': 503}
Rank 504: {'대카테고리': '주방용품', '중카테고리': '1인가구 주방용품', '소카테고리': '조리도구', '세부카테고리': '국자', 'total': 275, 'recent_sum': 67, 'older_sum': 208, 'growth_rate': 0.32211538461538464, 'final_score': 363.5817307692308, 'rank': 504}
Rank 505: {'대카테고리': '생활용품', '중카테고리': '욕실용품', '소카테고리': '샤워기/헤드', '세부카테고리': '샤워필터/리필', 'total': 74, 'recent_sum': 18, 'older_sum': 56, 'growth_rate': 0.32142857142857145, 'final_score': 97.78571428571428, 'rank': 505}
Rank 506: {'대카테고리': '홈인테리어', '중카테고리': '욕실용품', '소카테고리': '샤워기/헤드', '세부카테고리': '샤워필터/리필', 'total': 74, 'recent_sum': 18, 'older_sum': 56, 'growth_rate': 0.32142857142857145, 'final_score': 97.78571428571428, 'rank': 506}
Rank 507: {'대카테고리': '홈인테리어', '중카테고리': '욕실용품', '소카테고리': '욕실보수용품', '세부카테고리': '녹물제거필터', 'total': 74, 'recent_sum': 18, 'older_sum': 56, 'growth_rate': 0.32142857142857145, 'final_score': 97.78571428571428, 'rank': 507}
Rank 508: {'대카테고리': '스포츠/레저', '중카테고리': '헬스/요가/댄스', '소카테고리': '부위별 운동용품', '세부카테고리': '어깨', 'total': 111, 'recent_sum': 27, 'older_sum': 84, 'growth_rate': 0.32142857142857145, 'final_score': 146.67857142857142, 'rank': 508}
Rank 509: {'대카테고리': '헬스/건강식품', '중카테고리': '비타민/미네랄', '소카테고리': '', '세부카테고리': None, 'total': 74, 'recent_sum': 18, 'older_sum': 56, 'growth_rate': 0.32142857142857145, 'final_score': 97.78571428571428, 'rank': 509}
Rank 510: {'대카테고리': '스포츠/레저', '중카테고리': '남성스포츠의류', '소카테고리': '자전거의류', '세부카테고리': '언더레이어', 'total': 70, 'recent_sum': 17, 'older_sum': 53, 'growth_rate': 0.32075471698113206, 'final_score': 92.45283018867924, 'rank': 510}
Rank 511: {'대카테고리': '스포츠/레저', '중카테고리': '남성스포츠의류', '소카테고리': '야구복', '세부카테고리': '언더레이어', 'total': 70, 'recent_sum': 17, 'older_sum': 53, 'growth_rate': 0.32075471698113206, 'final_score': 92.45283018867924, 'rank': 511}
Rank 512: {'대카테고리': '가전디지털', '중카테고리': 'PC주변기기', '소카테고리': '헤드셋/스피커', '세부카테고리': '헤드셋', 'total': 62, 'recent_sum': 15, 'older_sum': 47, 'growth_rate': 0.3191489361702128, 'final_score': 81.78723404255318, 'rank': 512}
Rank 513: {'대카테고리': '스포츠/레저', '중카테고리': '자전거', '소카테고리': '자전거장갑/잡화', '세부카테고리': '아대/밴드', 'total': 422, 'recent_sum': 102, 'older_sum': 320, 'growth_rate': 0.31875, 'final_score': 556.5125, 'rank': 513}
Rank 514: {'대카테고리': '스포츠/레저', '중카테고리': '구기스포츠', '소카테고리': '야구', '세부카테고리': '아대/밴드', 'total': 422, 'recent_sum': 102, 'older_sum': 320, 'growth_rate': 0.31875, 'final_score': 556.5125, 'rank': 514}
Rank 515: {'대카테고리': '스포츠/레저', '중카테고리': '구기스포츠', '소카테고리': '축구', '세부카테고리': '아대/밴드', 'total': 422, 'recent_sum': 102, 'older_sum': 320, 'growth_rate': 0.31875, 'final_score': 556.5125, 'rank': 515}
Rank 516: {'대카테고리': '스포츠/레저', '중카테고리': '헬스/요가/댄스', '소카테고리': '요가복', '세부카테고리': '아대/밴드', 'total': 422, 'recent_sum': 102, 'older_sum': 320, 'growth_rate': 0.31875, 'final_score': 556.5125, 'rank': 516}
Rank 517: {'대카테고리': '식품', '중카테고리': '반찬/간편식/대용식', '소카테고리': '김치/반찬/김', '세부카테고리': '김치', 'total': 178, 'recent_sum': 43, 'older_sum': 135, 'growth_rate': 0.31851851851851853, 'final_score': 234.69629629629628, 'rank': 517}
Rank 518: {'대카테고리': '생활용품', '중카테고리': '헤어', '소카테고리': '염색/파마', '세부카테고리': '염색/헤어컬러', 'total': 207, 'recent_sum': 50, 'older_sum': 157, 'growth_rate': 0.3184713375796178, 'final_score': 272.92356687898086, 'rank': 518}
Rank 519: {'대카테고리': '가전디지털', '중카테고리': '게임', '소카테고리': '마우스/키보드/헤드셋', '세부카테고리': '헤드셋', 'total': 820, 'recent_sum': 198, 'older_sum': 622, 'growth_rate': 0.3183279742765273, 'final_score': 1081.0289389067523, 'rank': 519}
Rank 520: {'대카테고리': '스포츠/레저', '중카테고리': '등산/아웃도어', '소카테고리': '등산모자/잡화', '세부카테고리': '아대/밴드', 'total': 423, 'recent_sum': 102, 'older_sum': 321, 'growth_rate': 0.3177570093457944, 'final_score': 557.411214953271, 'rank': 520}
Rank 521: {'대카테고리': '주방용품', '중카테고리': '그릇/홈세트', '소카테고리': '접시/플레이트', '세부카테고리': '일반접시', 'total': 1515, 'recent_sum': 365, 'older_sum': 1150, 'growth_rate': 0.3173913043478261, 'final_score': 1995.8478260869565, 'rank': 521}
Rank 522: {'대카테고리': '남성패션', '중카테고리': '의류', '소카테고리': '니트류/조끼', '세부카테고리': '카디건', 'total': 162, 'recent_sum': 39, 'older_sum': 123, 'growth_rate': 0.3170731707317073, 'final_score': 213.3658536585366, 'rank': 522}
Rank 523: {'대카테고리': '뷰티', '중카테고리': '메이크업', '소카테고리': '베이스 메이크업', '세부카테고리': '파운데이션', 'total': 183, 'recent_sum': 44, 'older_sum': 139, 'growth_rate': 0.31654676258992803, 'final_score': 240.92805755395685, 'rank': 523}
Rank 524: {'대카테고리': '식품', '중카테고리': '냉장/냉동/간편요리', '소카테고리': '김치/젓갈/장류', '세부카테고리': '김치', 'total': 179, 'recent_sum': 43, 'older_sum': 136, 'growth_rate': 0.3161764705882353, 'final_score': 235.59558823529412, 'rank': 524}
Rank 525: {'대카테고리': '출산/유아동', '중카테고리': '위생/건강/세제', '소카테고리': '위생용품', '세부카테고리': '유아면봉', 'total': 25, 'recent_sum': 6, 'older_sum': 19, 'growth_rate': 0.3157894736842105, 'final_score': 32.89473684210527, 'rank': 525}
Rank 526: {'대카테고리': '출산/유아동', '중카테고리': '출산준비물/선물', '소카테고리': '위생/건강용품', '세부카테고리': '유아면봉', 'total': 25, 'recent_sum': 6, 'older_sum': 19, 'growth_rate': 0.3157894736842105, 'final_score': 32.89473684210527, 'rank': 526}
Rank 527: {'대카테고리': '식품', '중카테고리': '건강식품', '소카테고리': '영양제', '세부카테고리': '밀크시슬', 'total': 50, 'recent_sum': 12, 'older_sum': 38, 'growth_rate': 0.3157894736842105, 'final_score': 65.78947368421053, 'rank': 527}
Rank 528: {'대카테고리': '주방용품', '중카테고리': '컵/텀블러/와인용품', '소카테고리': '와인용품', '세부카테고리': '와인쿨러', 'total': 25, 'recent_sum': 6, 'older_sum': 19, 'growth_rate': 0.3157894736842105, 'final_score': 32.89473684210527, 'rank': 528}
Rank 529: {'대카테고리': '생활용품', '중카테고리': '수납/정리', '소카테고리': '옷걸이', '세부카테고리': '치마/바지걸이', 'total': 75, 'recent_sum': 18, 'older_sum': 57, 'growth_rate': 0.3157894736842105, 'final_score': 98.6842105263158, 'rank': 529}
Rank 530: {'대카테고리': '홈인테리어', '중카테고리': '수납/정리', '소카테고리': '옷걸이/도어훅', '세부카테고리': '치마/바지걸이', 'total': 75, 'recent_sum': 18, 'older_sum': 57, 'growth_rate': 0.3157894736842105, 'final_score': 98.6842105263158, 'rank': 530}
Rank 531: {'대카테고리': '가전디지털', '중카테고리': '휴대폰 액세서리', '소카테고리': '셀카봉/거치대', '세부카테고리': '삼각대', 'total': 50, 'recent_sum': 12, 'older_sum': 38, 'growth_rate': 0.3157894736842105, 'final_score': 65.78947368421053, 'rank': 531}
Rank 532: {'대카테고리': '스포츠/레저', '중카테고리': '스포츠신발', '소카테고리': '런닝화/운동화', '세부카테고리': '운동화', 'total': 697, 'recent_sum': 167, 'older_sum': 530, 'growth_rate': 0.3150943396226415, 'final_score': 916.6207547169812, 'rank': 532}
Rank 533: {'대카테고리': '식품', '중카테고리': '면/통조림/가공식품', '소카테고리': '즉석국/간편조리', '세부카테고리': '떡볶이', 'total': 96, 'recent_sum': 23, 'older_sum': 73, 'growth_rate': 0.3150684931506849, 'final_score': 126.24657534246575, 'rank': 533}
Rank 534: {'대카테고리': '식품', '중카테고리': '반찬/간편식/대용식', '소카테고리': '분식/튀김/피자', '세부카테고리': '떡볶이', 'total': 96, 'recent_sum': 23, 'older_sum': 73, 'growth_rate': 0.3150684931506849, 'final_score': 126.24657534246575, 'rank': 534}
Rank 535: {'대카테고리': '헬스/건강식품', '중카테고리': '헬스/요가용품', '소카테고리': '부위별 운동용품', '세부카테고리': '다리', 'total': 305, 'recent_sum': 73, 'older_sum': 232, 'growth_rate': 0.3146551724137931, 'final_score': 400.9698275862069, 'rank': 535}
Rank 536: {'대카테고리': '홈인테리어', '중카테고리': '커튼/블라인드', '소카테고리': '커튼', '세부카테고리': '거실형커튼', 'total': 301, 'recent_sum': 72, 'older_sum': 229, 'growth_rate': 0.314410480349345, 'final_score': 395.6375545851529, 'rank': 536}
Rank 537: {'대카테고리': '생활용품', '중카테고리': '탈취/방향/살충', '소카테고리': '방향제', '세부카테고리': '차량용방향제', 'total': 322, 'recent_sum': 77, 'older_sum': 245, 'growth_rate': 0.3142857142857143, 'final_score': 423.2, 'rank': 537}
